Mixture,Other,Non-inflammatory_Macrophage,alpha-beta_T_Cells,Inflammatory_Macrophage,NK-like_Cells,gamma-delta_T_Cells,Mature_B_Cells,Plasma_Cells,P-value,Correlation,RMSE
RK195_Cancer,0.285353081680607,0.138477687564554,0.26004782110006,0.111144278340862,0.00628496878813314,0,0.0639409286779549,0.134751233847829,0,0.894142444341739,0.517482059569789
RK211_Cancer,0.438263632206767,0.0939344832341956,0.0910840459731741,0.0938381174028934,0.049360407947733,0.0435606788872282,0.106795118584612,0.083163515763397,0,0.894718386454006,0.509811607207829
RK084_Cancer,0.139645456396776,0.0871497666473273,0.108060014997608,0.23061960428884,0.0354906384629877,0.123936317123065,0,0.275098202083396,0,0.728119677165085,0.701996051435943
RK211_Liver,0.632891131464174,0.093876680122385,0.0744372225217496,0.0293826456696088,0.0290589186616571,0.0857115385489389,0.0519192765339205,0.00272258647756597,0,0.882754763243514,0.493537784985916
RK056_Liver,0.790046712560252,0.0340820036713245,0.0575270700785866,0.0184092827944259,0.0320447224837735,0.0275954761716625,0.040294732239975,0,0,0.924935272542137,0.407629033999388
RK057_Cancer,0.404120615256907,0.0368629936645901,0.203831888694711,0.077376319047879,0.0810143300261793,0.0540307117632003,0.0405306078905072,0.102232533656026,0,0.679380749642924,0.751867063599713
RK265_Liver,0.718810282129894,0.0460017471451132,0.0454377659756018,0.0418539456849632,0.0446772022791576,0.0593039086575649,0.0315324321906884,0.0123827159370171,0,0.87011313739673,0.510691405401839
RK051_Cancer,0.347331344470988,0.0990813801449519,0.120491290434795,0.091362861840215,0.0159746994757655,0.0834017987758679,0.0192884785558733,0.223068146301544,0,0.877915070570361,0.552835564539465
RK202_Liver,0.569609932941009,0.0863488886147935,0.0981899377625872,0.0545810881156789,0.0573576815380975,0.0521903138508378,0.0524873097927521,0.029234847384244,0,0.94100614108583,0.414958449400443
RK040_Liver,0.566292187510429,0.0622725858769642,0.0714413580670984,0.0879264364125339,0.0955688531135521,0.0526220455357505,0.0381541957723209,0.0257223377113509,0,0.830966167788082,0.578374700819308
RK258_Cancer,0.412488333185263,0.0707374928352966,0.103664326919027,0.136204679829122,0.0753509522313346,0.072715712968638,0.0186931253997715,0.110145376631548,0,0.877914386579636,0.549400694025494
RK152_Cancer,0.357207588006443,0.0802008887141184,0.229685059491943,0.117234278209717,0.0472640042445405,0,0.125975343316762,0.0424328380164765,0,0.88494321778353,0.557857827484439
RK194_Cancer,0.0134028737701695,0,0.259302647207358,0.422425991810554,0,0.0740008286807661,0.104255761815486,0.126611896715667,0,0.586620841584473,0.813702621908214
RK032_Cancer,0.668392883385497,0.0786408223953035,0.113330011844896,0,0.0894644678997581,0,0.00336235658205665,0.0468094578924889,0,0.802661137366178,0.606651484352512
RK072_Liver,0.73380939454348,0.0164702784878757,0.0618632534090599,0.0513146510807717,0.0470571917248763,0.0480676581963694,0.035672421208627,0.00574515134893989,0,0.937057945927736,0.396001049268269
RK055_Liver,0.719456783195903,0.0151540346592805,0.0549995909413208,0.0496271885882279,0.0672993154931543,0.0354890541776738,0.0293607677977267,0.028613265146713,0,0.881194192337921,0.497235513774301
RK102_Liver,0.698511101471261,0.0390829702354889,0.0706770784234801,0.0291855021461391,0.0571701634257918,0.0384119857254646,0.066961198572374,0,0,0.89177949059114,0.480450154035381
RK233_Liver,0.75010753090362,0.0632468729782912,0.0533385375201585,0.0176220838616269,0.0425013101419388,0.0333541778655275,0.0390258486370597,0.000803638091777047,0,0.894785185318737,0.466060565616433
