Mixture,CD8+ Cells,Tregs,Non-immune cluster,Nk Cells,CD4+ Cells,B Cells,Myeloid,Mast Cells,P-value,Correlation,RMSE
S40N,0.112968297613757,0.0623857339190858,0.499010477525827,0.112737388597571,0.0617550035673031,0.0509489827168277,0.0898210287483184,0.0103730873113096,0,0.821490340933358,0.731092053666384
S40T,0.0611126549767591,0.139111446546509,0.341790221101912,0.241954633570552,0,0.0635537759212155,0.139047923063618,0.0134293448194345,0,0.693197009325926,0.819654173009718
S41N,0.128974055335571,0.0498222444797716,0.496890339938155,0.079192729561675,0.0649731285443261,0.0554034598425641,0.116087610311827,0.00865643198611014,0,0.813624715541466,0.732758705215528
S41T,0.089509371971984,0.0789744298099667,0.47930083009263,0.129195045991534,0.0642808964092747,0.0306503222450654,0.121943271006119,0.00614583247342624,0,0.837787674096128,0.729844977115386
S42N,0.0952444225049656,0.0414048695983022,0.465150597446449,0.0869700066676487,0.0958531049590706,0.0361421562291683,0.172451860790823,0.00678298180357288,0,0.847424159853521,0.723855612668178
S42T,0.126137194697147,0.0548221575747714,0.422439934654394,0.0997993167789884,0.0703265352005038,0.045846473257055,0.1765243453731,0.00410404246404079,0,0.827679229312984,0.745870872930547
S43N,0.119225273413534,0.0370579829240827,0.480567635695982,0.0784239351181271,0.0900191359011566,0.038761102066814,0.148281723750374,0.0076632111299305,0,0.827209766793185,0.731244277245827
S43T,0.0790959778139482,0.121215206459441,0.371374913481515,0.175018129715179,0,0.0639022442377414,0.178084386687144,0.0113091416050308,0,0.706454254143196,0.805758645264883
S44N,0.0910588729777422,0.0579003014379425,0.484698828313226,0.108867786653604,0.087311341123779,0.0388788534279511,0.123509117678932,0.0077748983868225,0,0.828667862845444,0.731455621034387
S44T,0.147378272861232,0.109918423252854,0.40402384595515,0.160670649750826,0.0258874172246766,0.0586726962833649,0.0845292256520853,0.00891946901981081,0,0.680561103495805,0.81718616864762
S45N,0.0885200263058552,0.0464348084083179,0.455125028902283,0.0983462571968928,0.101376453592432,0.0446990618628475,0.159730253706349,0.005768110025023,0,0.83914492424259,0.731662270482562
S45T,0.198075737272912,0.0764979244783647,0.393991686750542,0.0895516188020264,0.0121123859518108,0.0691348385759725,0.15044712982588,0.0101886783424926,0,0.751359311602815,0.784391371906282
S46N,0.0938729407429832,0.0536539731531129,0.489183903566318,0.105907430402802,0.0746077920178155,0.0541266544750207,0.120343439394452,0.00830386624749612,0,0.822947857440858,0.730352868005365
S46T,0.106359358392502,0.073014772001105,0.496525643825163,0.0997590328469731,0.0747857677856398,0.0475549521445174,0.0930827333829617,0.00891773962113818,0,0.802634721561926,0.741455492442484
S47N,0.080602346676214,0.0692380752081384,0.471416652190773,0.156981178279574,0.0734492382610786,0.0412292437300788,0.102358313033582,0.00472495262056069,0,0.804537691035692,0.748700008116399
S47T,0.120316207375457,0.138917141877559,0.359146072505985,0.221893876497325,0,0.0424589109089661,0.104897241139388,0.0123705496953206,0,0.683426731087216,0.826311448566897
S48N,0.114600227204666,0.0466242097415941,0.506388753893308,0.0639711397028015,0.094032420106336,0.0425403517645527,0.125920450131912,0.00592244745482995,0,0.835936942887782,0.719369405664607
S48T,0.119115254995679,0.092705933360243,0.395987574102002,0.146420364947443,0.0272288158068025,0.0675136276743003,0.137716778650926,0.0133116504626032,0,0.762386237835277,0.780707139522045
S49N,0.114389794606688,0.0724147724508904,0.487177437843825,0.0888831688873274,0.0659299078348689,0.0501830332082956,0.115039222529464,0.0059826626386402,0,0.819959500825071,0.733672919318843
S49T,0.132051299897832,0.0983538374760732,0.33509234618803,0.133344045994971,0.0166763424586807,0.0378426418423919,0.238998208062729,0.0076412780792916,0,0.741712830131211,0.798124707674226
S50N,0.0903944776372591,0.0599657582171881,0.468121990230592,0.0988573913987336,0.0779964770003194,0.0457778530872496,0.151562023953446,0.00732402847521184,0,0.833815732373486,0.730482146025446
S50T,0.0404822551661959,0.126849831724903,0.331994761615786,0.197985988286265,0.0195501029537007,0.0701869646792039,0.204707653017063,0.00824244255688249,0,0.712616278383496,0.806731786568599
